Compute Workflow	PSE	Assay	Protocol	Date Scheduled	Work Order	Sample Full Name	# of Inputs	# of Instrument Data	Status	Executions
186690	164598271	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 8:29	2854509	164192675	16	16	ready	1
186703	164598476	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 8:31	2854509	164192663	16	16	ready	1
186789	164600052	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 8:42	2854509	164193928	16	16	ready	1
186810	164600366	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 8:44	2854509	164192671	16	16	ready	1
186811	164600369	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 8:44	2854509	164193896	16	16	ready	1
186813	164600376	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 8:44	2854509	164192288	16	16	ready	1
186850	164600951	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 8:48	2854509	164193975	16	16	ready	1
186918	164601994	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 8:53	2854509	164192657	16	16	ready	1
186988	164603195	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 9:05	2854509	164193965	16	16	ready	1
186998	164603453	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 9:07	2854509	164193941	16	16	ready	1
187020	164603937	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 9:11	2854509	164192668	16	16	ready	1
187793	164625681	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 13:44	2854509	164192643	16	16	ready	1
187794	164626013	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 13:51	2854509	164192654	16	16	ready	1
187795	164626090	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 13:52	2854509	164192641	16	16	ready	1
187796	164626381	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:00	2854509	164193953	16	16	ready	1
187797	164626437	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:02	2854509	164193918	16	16	ready	1
187798	164626614	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:08	2854509	164192642	16	16	ready	1
187799	164626617	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:08	2854509	164192345	16	16	ready	1
187800	164626620	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:08	2854509	164192310	16	16	ready	1
187801	164626668	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:10	2854509	164192640	16	16	ready	1
187802	164626673	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:10	2854509	164193951	16	16	ready	1
187803	164626775	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:12	2854509	164192644	16	16	ready	1
187804	164626779	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:12	2854509	164193944	16	16	ready	1
187805	164626824	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:14	2854509	164192320	16	16	ready	1
187806	164626825	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:15	2854509	164192321	16	16	ready	1
187807	164626829	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:15	2854509	164192348	16	16	ready	1
187808	164626948	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:18	2854509	164193917	16	16	ready	1
187809	164627048	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:20	2854509	164192349	16	16	ready	1
187810	164627054	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:20	2854509	164192315	16	16	ready	1
187811	164627195	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:23	2854509	164193920	16	16	ready	1
187812	164627310	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:26	2854509	164193955	16	16	ready	1
187813	164627372	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:28	2854509	164192647	16	16	ready	1
187815	164627514	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:35	2854509	164192341	16	16	ready	1
187817	164627561	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:36	2854509	164193914	16	16	ready	1
187843	164628170	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	1/25/18 14:51	2854509	164193945	16	16	ready	1
