Compute Workflow	PSE	Assay	Protocol	Date Scheduled	Work Order	Sample Full Name	# of Inputs	# of Instrument Data	Status	Executions
211577	165596586	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2519-2519	15	16	active	0
211578	165596587	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2334-2334	14	16	active	0
211579	165596589	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2411-2411	15	16	active	0
211580	165596591	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2428-2428	16	16	ready	1
211581	165596592	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2406-2406	16	16	ready	1
211582	165596597	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2387-2387	16	16	ready	1
211583	165596600	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2388-2388	15	16	active	0
211584	165596601	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2417-2417	16	16	ready	1
211585	165596606	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2385-2385	16	16	ready	1
211586	165596608	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2414-2414	16	16	ready	1
211587	165596610	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2309-2309	16	16	ready	1
211588	165596613	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-3123-3123	16	16	ready	1
211589	165596616	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2372-2372	16	16	ready	1
211590	165596618	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2390-2390	16	16	ready	1
211591	165596623	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2407-2407	16	16	ready	1
211592	165596625	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2317-2317	16	16	ready	1
211593	165596630	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2720-2720	16	16	ready	1
211594	165596633	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2421-2421	16	16	ready	1
211595	165596634	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2391-2391	16	16	ready	1
211596	165596635	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2231-2231	16	16	ready	1
211597	165596637	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2468-2468	16	16	ready	1
211598	165596641	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:21	2855780	H_WX-2314-2314	16	16	ready	1
211599	165596642	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2304-2304	16	16	ready	1
211600	165596643	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-3232-3232	16	16	ready	1
211601	165596646	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-3172-3172	16	16	ready	1
211602	165596647	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2747-2747	16	16	ready	1
211603	165596648	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2448-2448	16	16	ready	1
211604	165596650	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2444-2444	16	16	ready	1
211605	165596649	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2466-2466	16	16	ready	1
211606	165596653	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-3263-3263	16	16	ready	1
211607	165596651	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2476-2476	16	16	ready	1
211608	165596652	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-3278-3278	16	16	ready	1
211609	165596654	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2586-2586	16	16	ready	1
211610	165596656	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2695-2695	16	16	ready	1
211611	165596658	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2915-2915	16	16	ready	1
211612	165596659	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-3319-3319	16	16	ready	1
211613	165596660	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2470-2470	16	16	ready	1
211614	165596662	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-3355-3355	16	16	ready	1
211615	165596663	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2469-2469	16	16	ready	1
211616	165596665	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-3205-3205	16	16	ready	1
211617	165596666	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:22	2855780	H_WX-2326-2326	16	16	ready	1
211625	165597636	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:29	2855780	H_WX-3175-3175	16	16	ready	1
211626	165597668	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:29	2855780	H_WX-2397-2397	16	16	ready	1
211627	165597680	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:29	2855780	H_WX-3097-3097	16	16	ready	1
211628	165597684	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:29	2855780	H_WX-3759-3759	16	16	ready	1
211630	165597698	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:29	2855780	H_WX-2359-2359	16	16	ready	1
211631	165597710	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:29	2855780	H_WX-2355-2355	16	16	ready	1
211632	165597731	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:29	2855780	H_WX-2299-2299	16	16	ready	1
211633	165597749	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:30	2855780	H_WX-2338-2338	16	16	ready	1
211635	165597759	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:30	2855780	H_WX-2357-2357	16	16	ready	1
211637	165597819	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:30	2855780	H_WX-2334-2334	15	16	active	0
211638	165597820	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:30	2855780	H_WX-2519-2519	15	16	active	0
211639	165597825	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:30	2855780	H_WX-2411-2411	15	16	active	0
211640	165597841	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:30	2855780	H_WX-2388-2388	15	16	active	0
211641	165599073	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:37	2855780	H_WX-2450-2450	16	16	ready	1
211684	165602890	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:01	2855780	H_WX-2475-2475	16	16	ready	1
211685	165602920	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:01	2855780	H_WX-3237-3237	16	16	ready	1
211686	165603069	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:06	2855780	H_WX-2619-2619	16	16	ready	1
211687	165603073	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:07	2855780	H_WX-2401-2401	16	16	ready	1
211688	165603076	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:07	2855780	H_WX-3043-3043	16	16	ready	1
211689	165603081	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:07	2855780	H_WX-2979-2979	16	16	ready	1
211690	165603088	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:07	2855780	H_WX-2319-2319	16	16	ready	1
211691	165603095	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:07	2855780	H_WX-2308-2308	16	16	ready	1
211692	165603105	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:07	2855780	H_WX-2311-2311	16	16	ready	1
211693	165603130	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:07	2855780	H_WX-2520-2520	16	16	ready	1
211694	165603133	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:07	2855780	H_WX-3143-3143	16	16	ready	1
211695	165603625	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:32	2855780	H_WX-2462-2462	16	16	ready	1
211696	165603636	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:32	2855780	H_WX-2321-2321	16	16	ready	1
211697	165603647	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:32	2855780	H_WX-2305-2305	16	16	ready	1
211698	165603655	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:32	2855780	H_WX-2977-2977	16	16	ready	1
211699	165603661	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:32	2855780	H_WX-2306-2306	16	16	ready	1
211700	165603662	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:32	2855780	H_WX-2578-2578	16	16	ready	1
211701	165603705	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:32	2855780	H_WX-2307-2307	16	16	ready	1
211702	165603721	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 11:32	2855780	H_WX-2325-2325	16	16	ready	1
212723	165654066	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:27	2855780	H_WX-2903-2903	8	8	active	0
212735	165654395	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:30	2855780	H_WX-2692-2692	12	14	active	0
212798	165655300	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:33	2855780	H_WX-2622-2622	12	14	active	0
212799	165655301	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:33	2855780	H_WX-3264-3264	12	13	active	0
212800	165655308	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:33	2855780	H_WX-3304-3304	12	13	active	0
212801	165655710	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:37	2855780	H_WX-3034-3034	12	15	active	0
212802	165655823	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:39	2855780	H_WX-2927-2927	12	14	active	0
212803	165655851	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:42	2855780	H_WX-3130-3130	12	13	active	0
212804	165655852	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:42	2855780	H_WX-2839-2839	8	8	active	0
212805	165655929	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:44	2855780	H_WX-3100-3100	12	13	active	0
212806	165655930	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:44	2855780	H_WX-3255-3255	12	13	active	0
212807	165655933	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:44	2855780	H_WX-3316-3316	12	13	active	0
212808	165655938	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:44	2855780	H_WX-3269-3269	12	13	active	0
212809	165655941	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:44	2855780	H_WX-3162-3162	12	13	active	0
212810	165655973	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:46	2855780	H_WX-3295-3295	12	13	active	0
212811	165655974	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:46	2855780	H_WX-3258-3258	12	13	active	0
212812	165655975	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:46	2855780	H_WX-3122-3122	12	13	active	0
212813	165655976	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:46	2855780	H_WX-2708-2708	8	8	active	0
212814	165655977	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:46	2855780	H_WX-3155-3155	12	13	active	0
212815	165655978	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:46	2855780	H_WX-2929-2929	12	14	active	0
212816	165656020	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:48	2855780	H_WX-2789-2789	12	14	active	0
212817	165656021	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:48	2855780	H_WX-3207-3207	12	13	active	0
212818	165656022	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:48	2855780	H_WX-2828-2828	8	8	active	0
212819	165656071	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:50	2855780	H_WX-2904-2904	8	8	active	0
212820	165656186	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:52	2855780	H_WX-2689-2689	8	8	active	0
212821	165656187	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:52	2855780	H_WX-2686-2686	8	8	active	0
212822	165656188	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:52	2855780	H_WX-2790-2790	12	14	active	0
212823	165656212	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:54	2855780	H_WX-3090-3090	12	13	active	0
212824	165656213	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:54	2855780	H_WX-2728-2728	8	8	active	0
212825	165656214	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:54	2855780	H_WX-2805-2805	12	14	active	0
212826	165656215	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:54	2855780	H_WX-2820-2820	12	14	active	0
212827	165656216	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:54	2855780	H_WX-3287-3287	12	13	active	0
212828	165656217	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:54	2855780	H_WX-2830-2830	8	8	active	0
212829	165656219	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:54	2855780	H_WX-2810-2810	8	8	active	0
212830	165656223	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:54	2855780	H_WX-2663-2663	12	15	active	0
212831	165656224	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:54	2855780	H_WX-2693-2693	8	8	active	0
212832	165656264	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:56	2855780	H_WX-2856-2856	12	14	active	0
212833	165656265	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/1/18 10:56	2855780	H_WX-2838-2838	8	8	active	0
