Compute Workflow	PSE	Assay	Protocol	Date Scheduled	Work Order	Sample Full Name	# of Inputs	# of Instrument Data	Status	Executions
204736	165401891	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/15/18 11:54	2855729	H_WX-1932-1932	16	16	ready	1
204738	165401981	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/15/18 12:08	2855729	H_WX-1933-1933	16	16	ready	1
205715	165440642	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:41	2855729	H_WX-1999-1999	15	15	ready	1
205716	165440731	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:44	2855729	H_WX-1995-1995	15	15	ready	1
205719	165440978	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:52	2855729	H_WX-1878-1878	16	16	ready	1
205720	165440981	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:52	2855729	H_WX-1917-1917	16	16	ready	1
205721	165441031	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:54	2855729	H_WX-1989-1989	15	15	ready	1
205722	165441033	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:54	2855729	H_WX-1843-1843	16	16	ready	1
205723	165441035	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:54	2855729	H_WX-1873-1873	16	16	ready	1
205724	165441037	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:54	2855729	H_WX-1879-1879	16	16	ready	1
205725	165441097	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:56	2855729	H_WX-2097-2097	15	15	ready	1
205726	165441196	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 7:58	2855729	H_WX-1830-1830	16	16	ready	1
205728	165441243	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:00	2855729	H_WX-2074-2074	15	15	ready	1
205729	165441247	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:00	2855729	H_WX-1908-1908	12	16	ready	1
205730	165441314	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:02	2855729	H_WX-2041-2041	15	15	ready	1
205731	165441319	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:02	2855729	H_WX-1920-1920	15	16	active	0
205732	165441320	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:02	2855729	H_WX-2065-2065	15	15	ready	1
205733	165441342	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:04	2855729	H_WX-1855-1855	16	16	ready	1
205734	165441343	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:04	2855729	H_WX-1846-1846	12	16	ready	1
205735	165441346	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:04	2855729	H_WX-1833-1833	16	16	ready	1
205736	165441348	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:04	2855729	H_WX-1887-1887	16	16	ready	1
205737	165441352	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:04	2855729	H_WX-1875-1875	16	16	ready	1
205739	165441452	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:06	2855729	H_WX-2058-2058	14	15	active	0
205740	165441453	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:06	2855729	H_WX-1848-1848	12	16	ready	1
205741	165441458	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:06	2855729	H_WX-1854-1854	12	16	ready	1
205742	165441459	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:06	2855729	H_WX-1923-1923	16	16	ready	1
205747	165441598	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:08	2855729	H_WX-2036-2036	15	15	ready	1
205748	165441599	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:08	2855729	H_WX-1852-1852	16	16	ready	1
205749	165441601	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:08	2855729	H_WX-1994-1994	15	15	ready	1
205750	165441689	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:11	2855729	H_WX-1863-1863	12	16	ready	1
205751	165441690	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:11	2855729	H_WX-1979-1979	15	15	ready	1
205752	165441692	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:11	2855729	H_WX-1845-1845	12	16	ready	1
205753	165441696	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:11	2855729	H_WX-1928-1928	12	16	ready	1
205754	165441697	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:11	2855729	H_WX-1893-1893	16	16	ready	1
205764	165441814	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:13	2855729	H_WX-1857-1857	16	16	ready	1
205765	165441818	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:13	2855729	H_WX-1886-1886	16	16	ready	1
205766	165441822	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:13	2855729	H_WX-1883-1883	12	16	ready	1
205777	165441967	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:14	2855729	H_WX-1975-1975	15	15	ready	1
205778	165441968	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:14	2855729	H_WX-1880-1880	12	16	ready	1
205779	165441970	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:14	2855729	H_WX-1972-1972	15	15	ready	1
205780	165441975	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:14	2855729	H_WX-1872-1872	16	16	ready	1
205781	165441983	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:14	2855729	H_WX-1877-1877	16	16	ready	1
205782	165441989	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:14	2855729	H_WX-1924-1924	16	16	ready	1
205783	165441992	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:14	2855729	H_WX-1921-1921	16	16	ready	1
205784	165442069	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:17	2855729	H_WX-1856-1856	12	16	ready	1
205785	165442070	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:17	2855729	H_WX-1973-1973	14	15	active	0
205786	165442073	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:17	2855729	H_WX-1866-1866	12	16	ready	1
205787	165442080	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:17	2855729	H_WX-1940-1940	12	16	ready	1
205788	165442084	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:17	2855729	H_WX-1936-1936	16	16	ready	1
205799	165442241	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:19	2855729	H_WX-1882-1882	12	16	ready	1
205800	165442244	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:19	2855729	H_WX-2102-2102	14	15	active	0
205804	165442268	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:19	2855729	H_WX-1890-1890	16	16	ready	1
205814	165442483	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:21	2855729	H_WX-1912-1912	16	16	ready	1
205816	165442526	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:21	2855729	H_WX-1914-1914	12	16	ready	1
205817	165442527	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:21	2855729	H_WX-1904-1904	12	16	ready	1
205818	165442534	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:21	2855729	H_WX-1892-1892	16	16	ready	1
205821	165442619	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:23	2855729	H_WX-1851-1851	12	16	ready	1
205847	165442968	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:26	2855729	H_WX-1927-1927	12	16	ready	1
205848	165442970	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:26	2855729	H_WX-1938-1938	12	16	ready	1
205865	165443197	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:29	2855729	H_WX-2000-2000	15	15	ready	1
205867	165443202	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:29	2855729	H_WX-1913-1913	12	16	ready	1
205910	165443957	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:35	2855729	H_WX-1969-1969	14	15	active	0
205911	165443961	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:35	2855729	H_WX-1861-1861	12	16	ready	1
205915	165443998	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:35	2855729	H_WX-1964-1964	15	15	ready	1
205927	165444171	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:37	2855729	H_WX-1925-1925	12	16	ready	1
205928	165444189	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:37	2855729	H_WX-1977-1977	15	15	ready	1
205940	165444382	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:39	2855729	H_WX-1900-1900	12	16	ready	1
205973	165444841	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:42	2855729	H_WX-1971-1971	15	15	ready	1
206001	165445247	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:45	2855729	H_WX-1930-1930	12	16	ready	1
206031	165445558	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:47	2855729	H_WX-1889-1889	12	16	ready	1
206032	165445643	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:49	2855729	H_WX-2032-2032	15	15	ready	1
206048	165446013	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 8:58	2855729	H_WX-2014-2014	15	15	ready	1
206301	165451244	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 11:30	2855729	H_WX-1959-1959	10	10	ready	1
206302	165451631	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 11:39	2855729	H_WX-1957-1957	10	10	ready	1
206303	165451767	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 11:46	2855729	H_WX-1907-1907	10	10	ready	1
206304	165451807	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 11:48	2855729	H_WX-1906-1906	10	10	ready	1
206305	165451808	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 11:48	2855729	H_WX-1905-1905	10	10	ready	1
206306	165451846	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 11:50	2855729	H_WX-1941-1941	10	10	ready	1
206307	165451848	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 11:50	2855729	H_WX-1902-1902	10	10	ready	1
206308	165451928	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 11:56	2855729	H_WX-1944-1944	10	10	ready	1
206309	165451968	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 11:58	2855729	H_WX-1901-1901	10	10	ready	1
206310	165452020	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 12:01	2855729	H_WX-1949-1949	10	10	ready	1
206311	165452032	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 12:01	2855729	H_WX-1954-1954	10	10	ready	1
206312	165452145	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 12:13	2855729	H_WX-1903-1903	10	10	ready	1
206313	165452160	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 12:16	2855729	H_WX-1947-1947	10	10	ready	1
206314	165452360	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 12:38	2855729	H_WX-1951-1951	10	10	ready	1
206315	165452361	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/18/18 12:38	2855729	H_WX-1953-1953	10	10	ready	1
206385	165456088	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 7:56	2855729	H_WX-2101-2101	13	13	ready	1
206386	165456091	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 7:56	2855729	H_WX-1665-1665	13	13	ready	1
206388	165456181	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 7:59	2855729	H_WX-1716-1716	13	13	ready	1
206389	165456319	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:02	2855729	H_WX-1625-1625	13	13	ready	1
206390	165456320	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:02	2855729	H_WX-2177-2177	16	16	ready	1
206392	165456390	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:07	2855729	H_WX-2301-2301	16	16	ready	1
206393	165456468	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:10	2855729	H_WX-2315-2315	16	16	ready	1
206394	165456478	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:12	2855729	H_WX-2252-2252	16	16	ready	1
206395	165456538	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:14	2855729	H_WX-2162-2162	16	16	ready	1
206396	165456539	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:14	2855729	H_WX-2330-2330	16	16	ready	1
206397	165456541	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:14	2855729	H_WX-2135-2135	16	16	ready	1
206398	165456540	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:14	2855729	H_WX-2280-2280	16	16	ready	1
206399	165456543	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:14	2855729	H_WX-1767-1767	16	16	ready	1
206400	165456544	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:14	2855729	H_WX-1715-1715	13	13	ready	1
206401	165456545	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:14	2855729	H_WX-1780-1780	16	16	ready	1
206402	165456587	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:16	2855729	H_WX-2132-2132	16	16	ready	1
206403	165456588	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:16	2855729	H_WX-1756-1756	16	16	ready	1
206404	165456589	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:16	2855729	H_WX-1642-1642	13	13	ready	1
206407	165456690	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:18	2855729	H_WX-2173-2173	16	16	ready	1
206408	165456696	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:18	2855729	H_WX-1700-1700	16	16	ready	1
206412	165456890	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:20	2855729	H_WX-2178-2178	16	16	ready	1
206413	165456894	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:20	2855729	H_WX-2290-2290	16	16	ready	1
206442	165457250	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:23	2855729	H_WX-1768-1768	16	16	ready	1
206443	165457251	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:23	2855729	H_WX-2139-2139	16	16	ready	1
206444	165457253	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:23	2855729	H_WX-1803-1803	16	16	ready	1
206447	165457256	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:23	2855729	H_WX-1802-1802	16	16	ready	1
206502	165458025	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:27	2855729	H_WX-1766-1766	16	16	ready	1
206504	165458294	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:31	2855729	H_WX-2124-2124	13	13	ready	1
206505	165458304	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:31	2855729	H_WX-2169-2169	16	16	ready	1
206506	165458308	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:31	2855729	H_WX-2170-2170	16	16	ready	1
206507	165458311	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:31	2855729	H_WX-1754-1754	16	16	ready	1
206508	165458314	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:31	2855729	H_WX-2244-2244	16	16	ready	1
206523	165458717	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:34	2855729	H_WX-1786-1786	16	16	ready	1
206524	165458718	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:34	2855729	H_WX-1771-1771	16	16	ready	1
206525	165458719	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:34	2855729	H_WX-2281-2281	16	16	ready	1
206526	165458721	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:34	2855729	H_WX-1813-1813	16	16	ready	1
206527	165458725	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:34	2855729	H_WX-1758-1758	16	16	ready	1
206545	165459000	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:37	2855729	H_WX-2245-2245	16	16	ready	1
206547	165459009	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:37	2855729	H_WX-1629-1629	13	13	ready	1
206548	165459012	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:37	2855729	H_WX-1769-1769	16	16	ready	1
206549	165459013	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:37	2855729	H_WX-1695-1695	16	16	ready	1
206574	165459320	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:38	2855729	H_WX-2195-2195	16	16	ready	1
206576	165459322	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:38	2855729	H_WX-2138-2138	16	16	ready	1
206577	165459327	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:38	2855729	H_WX-1795-1795	16	16	ready	1
206578	165459347	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:38	2855729	H_WX-1666-1666	13	13	ready	1
206579	165459348	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:38	2855729	H_WX-1745-1745	16	16	ready	1
206580	165459349	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:38	2855729	H_WX-1814-1814	16	16	ready	1
206609	165459636	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:40	2855729	H_WX-1773-1773	16	16	ready	1
206610	165459641	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:40	2855729	H_WX-1636-1636	13	13	ready	1
206620	165459914	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:42	2855729	H_WX-2128-2128	16	16	ready	1
206622	165459943	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:42	2855729	H_WX-1746-1746	16	16	ready	1
206629	165460041	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:44	2855729	H_WX-1630-1630	13	13	ready	1
206630	165460051	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:44	2855729	H_WX-2112-2112	13	13	ready	1
206631	165460054	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:44	2855729	H_WX-1703-1703	13	13	ready	1
206654	165460388	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:47	2855729	H_WX-1744-1744	16	16	ready	1
206675	165460632	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:48	2855729	H_WX-2163-2163	16	16	ready	1
206676	165460633	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:48	2855729	H_WX-2137-2137	16	16	ready	1
206702	165461038	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:52	2855729	H_WX-1807-1807	16	16	ready	1
206703	165461039	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 8:52	2855729	H_WX-2225-2225	16	16	ready	1
206735	165462154	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 9:08	2855729	H_WX-1761-1761	16	16	ready	1
206763	165462813	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 9:18	2855729	H_WX-1792-1792	16	16	ready	1
206766	165462999	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 9:22	2855729	H_WX-1624-1624	13	13	ready	1
206768	165463960	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 9:44	2855729	H_WX-1641-1641	13	13	ready	1
206769	165464025	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 9:46	2855729	H_WX-1714-1714	13	13	ready	1
206770	165464149	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 9:50	2855729	H_WX-1623-1623	13	13	ready	1
206771	165464242	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 9:52	2855729	H_WX-2144-2144	13	13	ready	1
206772	165464333	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 9:56	2855729	H_WX-1722-1722	13	13	ready	1
206834	165468684	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 11:49	2855729	H_WX-2056-2056	16	16	ready	1
206845	165469250	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:00	2855729	H_WX-2116-2116	16	16	ready	1
206906	165469887	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:04	2855729	H_WX-2119-2119	16	16	ready	1
206931	165470169	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:05	2855729	H_WX-2098-2098	16	16	ready	1
206932	165470174	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:05	2855729	H_WX-2046-2046	15	16	active	0
206933	165470176	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:05	2855729	H_WX-2028-2028	16	16	ready	1
206934	165470182	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:06	2855729	H_WX-2027-2027	16	16	ready	1
206935	165470184	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:06	2855729	H_WX-2117-2117	16	16	ready	1
206953	165470341	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:06	2855729	H_WX-2099-2099	16	16	ready	1
207028	165471082	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:09	2855729	H_WX-2075-2075	15	16	active	0
